,Values of area
26711,447727
26712,169559
26713,506015
26714,416396
26715,692691
26716,710228
26717,159627
26718,373387
26719,776076
26720,233564
26721,79857
26722,665928
26723,290958
26724,201098
26725,69015
26726,538939
26727,999125
26728,900794
26729,475439
26730,146472
26731,31660
26732,15968
26733,914481
26734,416984
26735,65048
26736,83923
26737,711917
26738,659119
26739,984511
26740,655065
26741,966487
26742,813451
26743,710158
26744,621971
26745,440166
26746,610297
26747,736270
26748,358803
26749,88120
26750,841944
26751,208509
26752,956565
26753,240415
26754,372962
26755,27507
26756,926648
26757,428373
26758,287322
26759,583740
26760,524031
26761,310375
26762,59433
26763,788062
26764,20037
26765,741589
26766,359300
26767,330320
26768,685252
26769,506964
26770,458453
26771,568680
26772,703807
26773,629356
26774,193217
26775,247386
26776,586106
26777,672783
26778,437468
26779,851914
26780,912659
26781,178841
26782,726186
26783,968904
26784,11883
26785,591513
26786,114128
26787,125560
26788,914847
26789,462014
26790,519986
26791,763071
26792,510418
26793,309904
26794,596144
26795,913013
26796,152819
26797,391758
26798,869864
26799,465338
26800,877483
26801,834384
26802,915335
26803,129616
26804,617577
26805,935230
26806,232240
26807,889077
26808,239740
26809,881089
26810,203899
26811,817322
26812,181178
26813,828821
26814,759911
26815,119568
26816,136375
26817,369625
26818,833458
26819,422047
26820,797114
26821,410588
26822,546348
26823,352711
26824,802089
26825,401652
26826,342435
26827,307964
26828,391014
26829,238164
26830,175298
26831,68703
26832,904981
26833,152927
26834,543654
26835,53459
26836,318762
26837,896025
26838,516166
26839,233935
26840,625992
26841,244754
26842,807232
26843,42691
26844,722751
26845,700628
26846,957433
26847,929284
26848,239791
26849,94845
26850,242428
26851,383733
26852,864906
26853,381699
26854,876607
26855,566181
26856,877415
26857,398540
26858,572179
26859,281487
26860,925403
26861,272507
26862,955310
26863,246518
26864,172187
26865,447786
26866,684891
26867,716918
26868,932868
26869,141815
26870,659581
26871,285123
26872,409194
26873,282217
26874,269400
26875,260962
26876,588405
26877,290714
26878,279971
26879,719871
26880,208801
26881,682114
26882,912220
26883,57491
26884,681950
26885,588507
26886,77906
26887,697995
26888,404849
26889,274646
26890,726465
26891,419977
26892,464227
26893,417007
26894,466827
26895,792411
26896,335523
26897,928030
26898,764346
26899,623192
26900,735861
26901,161910
26902,744520
26903,666248
26904,599905
26905,851062
26906,538043
26907,922665
26908,787530
26909,824623
26910,533691
26911,306777
26912,23796
26913,769527
26914,216056
26915,117123
26916,906167
26917,165037
26918,509220
26919,992928
26920,847752
26921,855556
26922,458699
26923,324803
26924,401700
26925,72777
26926,516581
26927,62574
26928,166658
26929,164379
26930,988811
26931,613292
26932,84839
26933,737083
26934,902388
26935,448898
26936,366149
26937,795650
26938,95691
26939,708331
26940,443703
26941,995739
26942,641744
26943,547720
26944,85928
26945,441453
26946,837398
26947,261559
26948,250632
26949,438827
26950,401121
26951,605217
26952,685573
26953,623818
26954,29287
26955,978824
26956,220254
26957,756897
26958,813143
26959,588285
26960,860997
26961,800920
26962,749544
26963,534662
26964,772373
26965,999122
26966,521233
26967,137353
26968,275262
26969,649008
26970,826375
26971,268327
26972,368065
26973,560315
26974,703818
26975,571171
26976,384779
26977,380422
26978,169249
26979,878360
26980,522711
26981,312771
26982,694544
26983,162502
26984,462408
26985,175156
26986,733335
26987,661945
26988,304398
26989,11263
26990,202808
26991,250460
26992,487694
26993,870383
26994,776918
26995,346028
26996,260969
26997,667489
26998,582221
26999,463431
27000,619269
27001,66063
27002,854622
27003,810206
27004,341305
27005,739904
27006,203484
27007,183900
27008,107141
27009,116927
27010,232112
27011,405483
27012,598197
27013,164384
27014,277148
27015,317916
27016,171865
27017,30781
27018,569782
27019,114097
27020,647919
27021,965699
27022,723171
27023,989845
27024,953551
27025,790501
27026,272871
27027,399145
27028,769825
27029,912187
27030,801553
27031,324974
27032,119406
27033,778838
27034,947976
27035,366777
27036,58761
27037,648079
27038,806270
27039,668058
27040,575637
27041,459843
27042,301675
27043,344694
27044,558611
27045,496313
27046,558923
27047,589516
27048,744344
27049,573478
27050,953835
27051,710957
27052,417360
27053,488804
27054,542714
27055,320030
27056,661033
27057,38127
27058,525966
27059,618312
27060,745581
27061,988203
27062,841982
27063,987673
27064,567708
27065,738309
27066,659355
27067,623357
27068,916654
27069,16541
27070,73884
27071,464640
27072,508792
27073,525982
27074,567488
27075,956227
27076,423616
27077,569215
27078,381421
27079,298328
27080,999695
27081,551742
27082,39357
27083,601230
27084,607701
27085,886307
27086,204608
27087,623015
27088,723725
27089,777790
27090,725973
27091,530356
27092,579075
27093,677021
27094,662912
27095,148252
27096,105349
27097,620153
27098,185047
27099,248685
27100,370685
27101,634239
27102,943871
27103,847684
27104,386227
27105,166603
27106,967589
27107,248476
27108,228153
27109,537382
27110,160212
27111,473245
27112,971730
27113,230007
27114,789717
27115,240671
27116,63686
27117,313041
27118,900925
27119,125685
27120,586239
27121,217911
27122,802305
27123,491928
27124,330082
27125,951084
27126,739997
27127,417274
27128,641135
27129,906069
27130,314187
27131,429942
27132,40474
27133,956770
27134,915297
27135,67673
27136,189142
27137,35649
27138,246050
27139,347376
27140,525653
27141,409779
27142,784762
27143,567308
27144,87100
27145,8462
27146,739137
27147,281704
27148,461088
27149,587531
27150,816041
27151,998330
27152,84900
27153,333682
27154,134839
27155,385473
27156,941336
27157,181315
27158,326752
27159,195067
27160,285273
27161,792262
27162,140106
27163,488815
27164,942181
27165,704994
27166,470616
27167,479569
27168,692531
27169,100328
27170,266668
27171,579099
27172,23290
27173,208715
27174,919367
27175,883352
27176,9617
27177,282234
27178,21566
27179,157487
27180,760369
27181,135083
27182,154918
27183,860568
27184,779897
27185,535341
27186,207266
27187,619729
27188,967149
27189,604177
27190,141020
27191,752
27192,219815
27193,448086
27194,434826
27195,86331
27196,521332
27197,622234
27198,143195
27199,672195
27200,405167
27201,263218
27202,739864
27203,825309
27204,273412
27205,859426
27206,592490
27207,130914
27208,506159
27209,911230
27210,880394
27211,10202
27212,865953
27213,191895
27214,380034
27215,123624
27216,650237
27217,111227
27218,556372
27219,967282
27220,781075
27221,293157
27222,980544
27223,320078
27224,874105
27225,203301
27226,493044
27227,102551
27228,475944
27229,384896
27230,743359
27231,761389
27232,965312
27233,857935
27234,47663
27235,44812
27236,595734
27237,273802
27238,111209
27239,632594
27240,205845
27241,472585
27242,90101
27243,586468
27244,531423
27245,125335
27246,9212
27247,903524
27248,637841
27249,960150
27250,895113
27251,286873
27252,755367
27253,591332
27254,683819
27255,955670
27256,585985
27257,122373
27258,590730
27259,854668
27260,676400
27261,638478
27262,759364
27263,705297
27264,49288
27265,444223
27266,457403
27267,531952
27268,382759
27269,276417
27270,613338
27271,918222
27272,521806
27273,460520
27274,673056
27275,321227
27276,414952
27277,659068
27278,689863
27279,906511
27280,35237
27281,139234
27282,849443
27283,700438
27284,790305
27285,315124
27286,988969
27287,334400
27288,845317
27289,622337
27290,323268
27291,631759
27292,5546
27293,796952
27294,593067
27295,468422
27296,33715
27297,159886
27298,115970
27299,855249
27300,644309
27301,523513
27302,62391
27303,440875
27304,337809
27305,342968
27306,185476
27307,910536
27308,436213
27309,465868
27310,653667
27311,637238
27312,473420
27313,926223
27314,719080
27315,239521
27316,80448
27317,607769
27318,606832
27319,276673
27320,818470
27321,715070
27322,994775
27323,768332
27324,763237
27325,927577
27326,253107
27327,519615
27328,650079
27329,699218
27330,411267
27331,153262
27332,549059
27333,281668
27334,345237
27335,422124
27336,325325
27337,290813
27338,572739
27339,689472
27340,989617
27341,787376
27342,843313
27343,338248
27344,530451
27345,228843
27346,668926
27347,684085
27348,5653
27349,880984
27350,96750
27351,326787
27352,972448
27353,872152
27354,929033
27355,992140
27356,896065
27357,57244
27358,870100
27359,876760
27360,888752
27361,662497
27362,730040
27363,934549
27364,346328
27365,711919
27366,799797
27367,381177
27368,394314
27369,607421
27370,421377
27371,237589
27372,723825
27373,951873
27374,669683
27375,772579
27376,752372
27377,684571
27378,748934
27379,791658
27380,183094
27381,708726
27382,903600
27383,738601
27384,331902
27385,639974
27386,591363
27387,508389
27388,786772
27389,385519
27390,114649
27391,814272
27392,104724
27393,953086
27394,973959
27395,356968
27396,773489
27397,369086
27398,414118
27399,259328
27400,253758
27401,612551
27402,940693
27403,630122
27404,706452
27405,919927
27406,867603
27407,871149
27408,887694
27409,516705
27410,212178
27411,248004
27412,490045
27413,237320
27414,378006
27415,456526
27416,150941
27417,129561
27418,907802
27419,577702
27420,706282
27421,965417
27422,883441
27423,288543
27424,554057
27425,188291
27426,194502
27427,943700
27428,862971
27429,825119
27430,744222
27431,427406
27432,549585
27433,50577
27434,265860
27435,716684
27436,891073
27437,960665
27438,919753
27439,136844
27440,902493
27441,189241
27442,617562
27443,920290
27444,280738
27445,729263
27446,521210
27447,66555
27448,970838
27449,225929
27450,76457
27451,966131
27452,712955
27453,807069
27454,273863
27455,219183
27456,727112
27457,990629
27458,581468
27459,985300
27460,509832
27461,528339
27462,772179
27463,966644
27464,401103
27465,47343
27466,569379
27467,622455
27468,372462
27469,61587
27470,274971
27471,111554
27472,334474
27473,821522
27474,17590
27475,60448
27476,803904
27477,77560
27478,942804
27479,359864
27480,570382
27481,346102
27482,497963
27483,354004
27484,566935
27485,212556
27486,711023
27487,581297
27488,59269
27489,344489
27490,752800
27491,78435
27492,218023
27493,297842
27494,659062
27495,525509
27496,160963
27497,903684
27498,449448
27499,508501
27500,55106
27501,66904
27502,618476
27503,987300
27504,954014
27505,438039
27506,659696
27507,244213
27508,29588
27509,30583
27510,166342
27511,397903
27512,284017
27513,471609
27514,218172
27515,751787
27516,159494
27517,750602
27518,189014
27519,860118
27520,230127
27521,728549
27522,625944
27523,517096
27524,922968
27525,671372
27526,109430
27527,954969
27528,299270
27529,574619
27530,880004
27531,976330
27532,986671
27533,676127
27534,868579
27535,724170
27536,949469
27537,966404
27538,695107
27539,137324
27540,731166
27541,140426
27542,861859
27543,998655
27544,39902
27545,208458
27546,742511
27547,205027
27548,186959
27549,461785
27550,943113
27551,201252
27552,375971
27553,406239
27554,40872
27555,592144
27556,247444
27557,490232
27558,861340
27559,637755
27560,186724
27561,66708
27562,197526
27563,766524
27564,227788
27565,493589
27566,980539
27567,944214
27568,927540
27569,805397
27570,839210
27571,571641
27572,741669
27573,547459
27574,208232
27575,787335
27576,764220
27577,885755
27578,119275
27579,853309
27580,718658
27581,837335
27582,99941
27583,897948
27584,927349
27585,486904
27586,236778
27587,486778
27588,724796
27589,615328
27590,21592
27591,688148
27592,396456
27593,828197
27594,352958
27595,717004
27596,304506
27597,8577
27598,5894
27599,927132
27600,690675
27601,440419
27602,821262
27603,796446
27604,282105
27605,187941
27606,136971
27607,220385
27608,724248
27609,197660
27610,748633
27611,564641
27612,292473
27613,481760
27614,769815
27615,974363
